31434,20906,120
24030,10566,322
16228,8200,59
20739,67819,25
23310,32518,179
22953,37613,10
28591,101652,21
11797,12793,18
12636,16692,9
27550,52766,2369
9469,83402,64
13810,67504,23
18598,29355,14
11651,3969,29
22660,55571,24
14251,81402,5
783,21649,75
13276,49787,732
33982,1604,1079
28298,5522,183
12103,845,74
35300,12061,996
28265,32590,66
26735,38651,96
34587,96484,9
7340,115162,190
8676,6434,43
17804,35396,18
12664,86734,141
5256,46732,11
8538,6294,113
19820,56290,323
1868,4929,8
24167,35264,705
24427,3824,6
16717,109108,30
9514,105338,16
20937,105754,69
14441,58736,11
18349,86420,21
22563,9997,19
17913,77787,12
2798,68870,26
22406,102784,175
11705,25708,254
13519,88514,189
25566,110311,72
32415,83297,116
22478,104867,355
8433,116706,43
13725,116592,61
20497,67901,24
14987,69437,5
30157,106885,10
4113,106865,59
3132,36812,37
2545,108089,16
27578,45418,22
16988,98531,18
11398,85162,91
10152,96962,6
9211,34204,27
3212,12615,21
1798,14244,96
31374,101564,154
4003,75004,37
8440,40593,49
3238,88793,21
16627,105282,18
21890,72356,344
15895,58768,11
17483,68630,120
19353,74865,69
5284,24980,7
28710,69019,457
25033,108313,29
14078,49134,7
4667,102578,61
33499,9987,67
2336,1518,980
19226,48744,36
25438,102386,21
13071,35144,23
2014,80280,200
21165,102249,13
12102,101580,6
25415,97980,15
11066,19064,16
29543,74128,19
17576,93666,38
8603,42820,221
11743,23945,7
28121,24043,28
25716,44912,216
25226,32239,68
20593,24234,21
31830,94230,27
15045,27443,12
7832,84295,18
15582,111717,98
2207,18171,69
15421,108194,15
11357,57780,35
18559,45214,38
14225,106019,47
22381,89864,172
5848,31711,62
8300,43775,78
27325,110914,62
21043,90688,8
19589,80174,24
34659,9875,89
34287,43307,10
10668,111907,14
28633,52470,19
31848,14666,184
2326,5787,10
35089,57819,39
27818,23849,227
9743,19127,65
21222,115856,72
10232,114802,94
35403,19311,233
8138,81374,31
20289,90223,3
4002,109604,15
34910,64413,40
29072,16226,17
10115,28917,4
3565,70135,35
17219,75464,3
22354,10706,116
23308,25453,67
6632,37460,65
17046,88813,25
11683,78925,2
16340,21296,10
27831,30431,115
11763,3049,167
8745,50893,82
24827,22428,83
13041,36224,35
5528,33438,34
7423,10396,11
30210,76877,2
30388,73659,64
22845,111679,16
3960,60990,66
23032,42885,6
6445,68722,223
6003,39200,19
6997,80217,334
2416,88793,21
11565,40429,45
26879,64650,104
7998,53568,86
2513,71848,76
19819,91266,12
6570,1123,54
10857,29286,7
10377,106727,53
9899,3954,42
5840,100258,10
11761,25790,118
22242,68740,46
7998,36285,23
8966,32490,70
31972,14646,110
7874,116527,32
2628,39628,23
6346,58404,24
15698,84519,35
31374,98339,32
14464,64991,3
20876,76169,126
2766,30999,78
32699,101220,4
2252,78989,50
13587,18436,6
17707,95015,21
12588,109382,12
22075,86691,5
28300,19241,346
10232,115542,31
21307,38342,8
4891,66408,51
24296,105127,257
15201,107187,71
12351,4184,12
23381,51943,7
33161,86960,192
16499,20541,46
12050,50878,2
32732,5062,88
12603,71226,14
15866,9860,36
24898,88313,12
22484,89407,11
8848,72600,49
29928,19954,44
34195,48191,28
17302,89578,29
27281,69054,50
31620,44593,3
15037,62169,19
34148,38361,28
19395,59702,119
27724,16061,30
24893,47969,15
21710,53709,49
15549,106450,10
3872,59651,22
2108,109637,33
16601,28400,55
1798,102449,159
6104,111560,197
28633,22502,101
28094,92231,7
32047,94628,3
651,99754,45
21032,27439,39
8293,113383,262
29429,96237,56
11902,22206,22
10808,83151,99
10807,116690,84
12102,995,158
2372,30706,74
28439,455,91
8159,114145,17
17012,36191,7
23340,99388,41
9907,19326,418
17657,68504,6
15767,6600,33
21060,4055,62
8113,111671,7
981,50819,105
6935,39065,89
23635,70676,81
185,83284,28
18658,71277,60
21092,104488,65
10667,11760,27
30814,6081,113
17756,103713,73
1659,53728,78
1891,55621,16
20346,84168,28
33161,16842,118
9387,76791,82
7795,116236,3
34755,15498,97
4400,9284,38
5281,84085,17
27396,116851,122
8678,52393,24
28676,79951,288
8287,87042,58
39,6000,36
15555,7019,15
9524,30710,3
33100,20614,21
31309,87245,129
29242,82093,18
22993,9964,68
26633,83985,104
19350,80836,57
28764,47024,36
34220,33953,124
7669,23436,35
3696,104564,16
34174,91515,74
4435,73231,31
25104,35949,19
35352,22116,267
4705,114734,84
8828,106562,6
16382,19779,94
7,74248,40
22233,107085,85
17196,6879,95
32415,47094,15
34192,109297,68
28739,100755,77
24879,39547,28
961,14505,36
14566,100396,72
22225,71893,11
27424,15716,19
22311,110515,33
34794,68004,52
26997,47462,16
31751,56240,19
16629,97727,43
12370,8089,23
18280,117322,10
4838,80985,16
30460,18010,13
2118,103656,10
14163,26097,23
12111,3119,139
23416,13940,28
9303,10937,355
12394,77877,102
26577,35887,16
11170,81071,53
23939,60315,15
10464,108852,147
20089,16009,13
19855,98598,2
2809,40420,83
33825,1876,46
9383,56365,15
582,20914,3
35228,65802,40
33722,59903,835
11661,40805,67
6103,28186,80
30008,98360,30
6344,113677,64
15993,106352,82
12090,47830,220
13151,83303,107
3459,3429,12
5180,29296,34
20324,72400,77
12110,110136,130
26216,3497,20
29355,58029,15
18055,88442,51
5336,110096,62
12342,108112,33
4411,79165,17
27996,74137,58
10428,85271,17
28624,30329,16
12889,74333,8
6676,14049,27
4319,106202,206
15486,115079,97
4159,66708,17
2137,47092,23
5785,111741,387
22940,15525,18
33655,35588,7
11966,38281,7
28663,117251,6
4370,46248,41
592,85870,16
32537,87826,314
8060,3604,16
26401,47801,41
13358,14958,3
10840,100972,461
6716,7387,290
28824,82055,113
21205,109214,76
16904,74344,63
25147,32870,59
1543,15180,42
5038,80124,70
26176,44084,64
30042,28844,37
6716,5012,10
15562,115069,5
16264,33389,114
6920,4483,634
1065,102292,11
7925,92167,27
4394,100811,55
18246,59399,18
34328,106292,34
19400,64411,48
18164,63321,502
1981,95434,33
12566,12382,66
11898,58865,167
2113,78063,85
16824,19870,35
7255,38882,12
11891,29480,2
2492,9342,15
5381,110756,100
27809,97634,39
30829,95121,142
366,100082,24
17939,109499,14
2136,94003,239
6344,66742,18
6788,30747,41
26177,111118,22
17114,77738,178
14108,103134,15
27747,4647,258
21991,56340,37
23027,16914,205
26465,102238,22
23012,88215,25
11119,20333,517
31946,22591,130
19627,70057,66
12907,31294,9
34523,115436,38
34183,23898,3
35228,17182,16
32604,96352,174
33364,6252,145
27858,60349,357
21899,4230,1256
2720,5417,19
28486,101099,43
16881,6160,20
21888,28448,38
19413,58797,9
1665,9186,5
34519,55131,28
34428,92370,21
13274,30496,210
4679,24434,82
11759,94842,39
5232,56195,2
25739,25910,13
30847,43244,10
3235,1857,52
23142,50619,72
10298,11851,10
14834,51029,68
8827,30746,131
20513,81212,8
33267,56975,16
4142,56371,35
12809,96161,15
9710,49671,5
30464,104504,40
24008,67901,24
28695,30740,7
31021,36098,21
27326,31728,33
17067,49183,44
24305,39140,163
30674,88405,63
10830,5781,24
5870,54968,6
8534,97727,43
7935,80217,334
26490,57381,13
4267,60619,10
33493,10341,62
20194,48405,44
9991,8180,618
28754,32157,55
19512,113222,38
14092,111140,184
22335,108293,21
29295,55305,200
5989,82964,16
10050,83263,4
17352,104407,54
5785,34563,80
8660,74299,39
28337,8484,7
26177,73686,46
30514,51041,57
6645,78463,13
1057,88574,12
26299,24590,85
3109,3111,274
7378,824,2
32249,77272,16
3779,48827,66
12107,91996,32
20776,1908,25
31853,54683,3
5694,53404,7
28739,85539,12
29483,7106,16
33681,8180,618
21840,55805,38
32164,15367,49
17339,66483,30
25147,61491,20
11066,94498,49
10997,113344,141
14092,90875,2
25392,52494,25
19523,27337,374
17359,81956,37
472,27129,109
350,13235,60
1526,17211,29
4475,103830,57
18677,107298,40
33836,67607,282
2138,94848,47
14773,94229,207
33501,10954,23
22643,56929,3
20178,12698,76
20519,54700,48
6383,24722,27
17394,87568,8
15265,6483,3
16177,99564,3
25754,38650,74
32017,62135,37
8213,63011,149
14452,48807,64
25985,86042,99
18247,43406,33
12178,43051,56
2104,117373,14
24594,94842,39
4268,116977,40
11178,81005,75
5804,101024,137
30861,103236,22
30622,26594,302
5531,68422,62
15374,109884,63
35340,98779,27
12729,71729,23
22081,102092,14
4762,83342,16
5298,17010,81
2353,93741,90
2505,116820,26
436,1945,78
12601,73272,231
29760,38566,29
20900,31776,278
30782,73572,36
9932,32768,45
3938,49939,585
25739,81523,20
22859,74774,182
14213,20459,3
7676,100972,461
3512,66281,93
11263,32851,151
2314,96634,98
16200,103730,110
4437,87993,93
27083,29931,807
17076,25980,20
21268,5593,275
14468,2308,110
21708,73679,29
10119,65650,6
18337,103171,31
11767,114877,79
10550,59705,6
29140,28378,24
18856,11372,264
22307,93538,69
9600,74232,6
34880,159,12
17394,99735,8
17214,29060,73
9282,72486,154
25039,74776,4
1629,42642,68
18661,60558,32
6898,48960,39
22546,115469,27
16997,1039,3
9138,27613,69
29863,78924,6
11838,23649,14
2053,11297,40
15977,116530,26
10864,53755,73
33364,39173,7
11311,117469,14
25950,37772,9
5586,22069,2
13583,97218,9
3931,6860,52
3476,25572,163
29929,104494,9
29270,609,12
6425,111040,32
9676,69372,7
14884,106392,58
14123,10476,388
645,90657,29
98,2294,11
5298,21737,69
1218,50730,74
14520,114358,7
32441,109057,67
12733,41444,48
7204,1649,422
33194,99081,16
5988,27662,32
4874,35308,143
31345,35985,28
21543,93650,17
13248,68474,132
13868,108584,307
12667,98323,59
5915,103243,26
2905,7623,237
1911,46277,24
24253,39259,12
13725,109231,63
12124,109821,35
34061,64405,21
7118,97934,18
22446,45679,80
2380,49352,16
23441,85627,16
8277,62085,34
30852,21943,36
17272,82010,118
21095,107346,107
28949,104256,37
28673,69600,15
31374,104387,13
2351,900,392
5796,107604,22
25129,14793,44
1992,22499,25
34,105521,45
26512,64798,14
29583,50781,22
32994,107269,89
16848,65960,66
18705,89361,10
629,33158,296
5517,20965,91
2442,105489,151
16090,108144,41
15163,74429,9
13077,87500,19
26327,43691,26
29277,68771,47
7210,69727,38
5513,72212,7
9199,25441,87
11062,25214,216
10474,30955,139
24102,61545,3
15326,80484,7
9828,110324,215
23303,42994,15
7711,104164,10
11820,29931,807
28118,23372,25
2849,14320,228
29961,14777,860
14870,55236,18
34943,39022,20
16243,6568,1119
20642,33005,8
255,38846,25
6715,49223,51
9802,29889,27
3859,19244,5
19667,58655,32
21864,20832,10
7073,72203,425
33266,33619,47
33247,80555,96
20732,90850,6
1157,22038,27
15838,86909,11
5403,4828,11
23966,13302,1537
22204,3889,11
9242,63909,87
13254,11119,58
12513,33992,29
2602,34272,62
28150,71816,39
7566,100440,70
31732,81736,11
427,94199,20
34747,101546,27
10587,40110,59
1150,109279,52
15932,78822,59
23307,48672,229
33951,84490,8
6279,714,214
2321,57432,30
22448,66089,9
12994,68691,59
25644,112174,44
21530,27246,7
24429,102722,70
23811,8650,262
3022,14190,126
3589,8544,3
9661,100425,15
20043,11849,18
14224,4223,24
1016,67987,17
944,48699,63
24530,6292,33
27712,109080,57
6255,11297,40
9901,92853,14
22894,9338,188
32080,106075,32
29977,109885,115
27099,25322,18
13146,89146,28
2927,22424,52
1706,35760,46
27421,60596,44
15499,66819,10
23445,43914,91
27327,34890,36
29658,76789,13
34132,66184,55
20862,907,11
4762,9634,73
14381,97792,124
3026,64278,237
21353,44546,12
16798,62717,26
18890,38390,6
7441,30346,75
9982,714,214
22395,95299,169
34951,21642,11
8038,77084,15
14749,25999,3
14731,31257,102
34303,36602,32
20321,27715,47
27318,61937,99
26473,72051,15
3941,5966,327
12387,52481,152
14131,1518,980
6235,88791,41
7638,5377,117
1702,67776,6
31563,90849,19
1819,9452,20
23476,111564,59
1050,72561,101
31011,33890,33
5380,19138,19
9195,36992,422
32708,69041,93
19267,6979,73
6872,101726,97
28404,17242,46
9304,69955,7
31968,89584,6
13832,2809,62
3443,4401,40
34509,8353,24
9565,99723,38
22186,85202,37
8181,817,39
17997,66423,40
28737,107119,40
1753,74938,38
15450,817,39
15518,37682,9
32247,96352,174
18444,101313,13
8420,110563,8
19206,15394,25
27687,25781,72
26177,94642,26
9519,115782,59
13111,108584,307
27138,87610,37
17935,66450,39
1331,91489,39
31791,86836,32
20431,102810,70
22253,76864,25
18829,110201,109
19942,30761,65
24245,73468,54
11820,47057,75
13173,94961,207
33429,97782,23
17817,100446,68
5359,9679,208
8330,114393,161
16655,75851,55
28956,23793,44
27376,61200,50
31572,60324,42
18722,58259,7
7578,10354,32
6099,9876,90
6875,47782,24
24455,31317,350
19979,9243,67
34008,94051,11
14520,82969,44
22257,6104,18
25052,101285,17
12968,111845,10
27533,42935,28
8538,104581,95
24901,110902,28
8467,26432,32
26654,3130,315
6210,111576,83
21795,83388,10
25960,108548,3
25647,18253,43
32291,13711,50
16980,48787,17
7911,2034,77
33297,95557,28
24159,48751,12
18391,107462,23
3271,49338,22
30320,106863,67
3300,107512,33
30388,38902,25
25334,105245,62
20599,42651,1099
21048,58900,4
17025,49758,42
31341,3049,167
34728,57046,45
25834,109877,32
26147,80455,14
28603,13792,18
1356,28192,103
8148,93198,20
289,47520,44
23952,93945,42
19385,103279,158
3482,21553,4
22349,31317,350
5963,59616,24
16968,19550,62
12333,84375,25
19855,73500,22
35047,88730,41
25944,12779,141
1556,19882,56
305,61753,11
5912,111461,4
20640,96936,6
28988,31170,213
7043,86857,36
2771,24719,5
8395,71471,8
472,98546,25
34022,75037,137
9591,78819,48
7709,92067,7
29469,49127,58
3567,29581,47
3644,2816,23
34599,36201,7
7319,108919,105
13289,116683,23
6714,105594,22
9168,58493,3
19704,48807,64
30562,87843,8
3666,39255,184
16252,90790,28
33181,103036,51
34385,114544,17
29759,110960,19
2617,107813,44
25751,114576,80
30434,5584,31
8922,86678,15
351,41898,16
19699,36125,11
32928,99689,141
17078,43211,28
13474,29007,43
31357,78940,49
8814,57859,4
13519,62337,77
31938,75828,35
3425,8072,18
8753,11770,115
12966,33414,41
28264,44689,12
14812,90856,7
22629,23583,200
30210,13187,430
31171,74657,53
22924,13111,2
24229,27529,74
11541,74431,18
31594,58292,31
16553,13845,786
721,8655,3
20710,71337,124
3156,7823,62
26371,53021,7
23651,27060,6
1965,20146,3
12372,92882,83
18248,108004,29
12760,104581,95
3028,115568,29
18679,50645,125
28265,16868,3
29048,96772,16
18299,76354,32
24532,489,4
32708,9155,55
7252,12134,35
29720,2198,13
16932,95882,8
12608,85112,30
31422,112036,75
8725,689,271
15681,23757,90
4057,8650,262
32696,203,225
26162,111144,7
4929,68450,17
9025,32753,106
7665,32171,14
28102,117563,1
32618,113872,6
14834,100150,134
25845,25465,6
13014,115061,77
5273,75037,137
20648,41928,40
16137,112284,23
10144,28226,28
24404,56446,75
24795,89695,84
34146,79757,90
16944,46818,52
12597,47219,55
35425,50697,30
8605,75013,20
6923,8149,685
390,1813,59
32604,45281,125
12529,899,665
34534,72275,4
4632,30182,45
11969,15733,28
31794,2359,250
16210,33813,170
32508,31005,447
5338,603,99
17841,55029,1
33923,34068,16
21206,46497,91
25674,18081,78
32384,35689,11
29617,6296,62
9211,89185,9
30054,19876,32
22538,70165,276
34571,63180,22
8319,90006,497
4831,14455,56
10276,101759,54
19595,52133,11
10830,74783,29
28922,86811,13
31530,12078,11
7519,53542,16
33882,39891,30
63,18509,77
22230,29016,31
1531,1770,21
17376,114138,147
26022,90001,33
13825,57886,6
17781,25520,48
1956,742,287
13373,62220,17
24164,87751,26
15615,73604,97
10921,28559,336
21298,31249,206
11759,68316,62
7747,69235,35
13165,113586,277
8901,8650,262
34731,67077,91
1050,14165,100
26997,108931,32
12262,62721,15
26534,52668,87
175,16389,61
23755,1604,1079
1676,2958,54
31886,89206,22
27991,47398,5
34930,44844,37
16302,115182,13
7118,96551,60
6842,84324,108
24159,83264,45
8321,5911,317
27440,93024,276
7974,107187,71
23261,51716,39
24481,73822,29
2959,32148,132
15666,43882,15
12392,11539,8
23992,116596,51
29162,89976,58
2636,90428,21
18869,109213,16
8675,40147,13
26585,58023,73
9591,2154,25
1706,5386,35
8959,20350,50
21919,80679,147
3904,114024,4
22266,3001,320
16643,4783,216
31092,77238,15
18153,27385,9
13185,3576,23
707,112016,37
13480,10927,47
11605,93423,32
25265,51265,38
34717,11302,12
10258,46897,11
30620,32649,205
17727,86161,15
11562,88653,73
23508,6245,21
11337,42884,670
15694,26299,43
1311,1656,16
34930,63875,7
3167,112014,71
15729,70994,144
30666,42035,60
32649,64706,37
30051,68364,2
10732,112224,37
7473,69146,60
20320,26814,29
8995,40537,77
8291,87866,11
19296,24373,15
4405,78991,10
29187,4340,1623
20632,564,2
22548,14249,24
12675,95730,57
4699,114967,50
13830,4870,132
10974,1586,57
13836,47907,25
1894,111225,1341
25747,88249,28
32208,102129,160
15812,102607,47
4630,78061,69
17089,48360,27
1894,88605,358
17567,93004,26
25840,99678,7
19520,114674,15
8828,73932,40
710,106435,12
25445,49910,7
1586,52906,63
8467,8532,75
453,85217,26
10919,31341,27
19185,8438,13
11849,102005,12
21891,88021,14
21474,76533,117
5063,48515,129
2618,10245,162
31411,31866,11
6035,22322,118
28206,64035,200
12848,97678,68
10714,99813,19
13476,30833,129
5178,88296,120
11573,7251,13
12457,71468,9
19524,60890,63
4636,89344,49
18007,93791,6
30838,84999,44
16738,62446,203
15866,33581,39
15657,41354,46
23554,65743,46
24604,89413,123
5858,17820,45
19258,40604,137
9985,112704,13
20209,41138,259
25129,115035,260
31386,34716,1143
24893,16435,21
6244,21115,119
31978,41199,7
23377,98309,3
3651,63131,9
10891,76806,340
30092,2157,165
12833,7791,28
18676,111090,7
26408,82266,6
2396,96040,3
27437,16928,59
16343,65684,2
18014,47743,5
34733,46370,20
19385,71160,6
13997,38163,33
31047,82826,15
18707,29519,7
35151,68581,3
23021,63062,37
21455,69274,11
4803,110377,134
2986,2299,8
31005,2951,97
22171,39805,94
1069,81120,18
10625,54195,98
33713,23346,31
16957,15212,28
26173,86670,46
1509,116729,25
26629,47901,28
21453,87263,153
18952,70662,15
16608,70825,261
1407,34764,73
13085,110009,13
20798,52921,40
12075,30800,59
25330,113029,61
27034,20762,16
16879,28715,100
24335,70639,64
18821,70521,3
8728,5294,35
26679,26290,98
4193,30529,29
18992,83429,28
32191,27954,39
16266,35928,170
8566,111698,33
10652,37286,128
16980,63358,51
8757,25527,49
7801,108436,178
8545,650,143
19597,60281,91
32578,97246,22
10760,114055,535
6926,95459,93
20886,50191,74
5552,23571,44
7492,45479,33
5248,66428,22
22884,1609,536
11719,48462,26
384,16796,2
25676,66069,87
10863,29605,19
17352,75206,23
13040,114606,3
21159,79384,6
21508,78097,65
4702,16949,45
2035,95831,84
26731,78644,16
11599,106702,93
18599,88866,153
34982,20221,44
16562,26018,15
13931,85963,2
3019,32338,58
29209,89180,19
11495,34485,30
13578,89919,77
14135,34592,62
23577,32712,533
7282,76874,16
4838,88695,99
33101,102129,160
25334,85121,41
30630,29184,99
7811,69613,206
16890,62921,37
358,30746,131
4560,6207,11
18651,115804,13
27792,112615,39
4088,49103,55
29117,94093,33
15421,50161,39
32952,62208,39
5075,6254,45
21876,114906,91
6827,101596,56
447,63846,36
6621,3723,40
9745,54343,17
19737,67515,19
25192,76806,340
10126,44798,7
14963,57574,8
23522,37166,17
26045,100468,56
24159,7880,31
12379,102958,260
21116,41910,62
11736,66250,21
20711,82138,116
28021,43442,11
15694,78722,42
3937,21161,83
13800,51166,13
16494,10565,85
20831,42333,48
11988,4136,350
34848,95283,21
9436,11643,246
31554,18602,7
19655,77892,46
9643,10086,154
12574,3865,19
34885,114528,37
9489,114480,10
14247,6031,62
12559,35516,24
4732,10644,20
16427,112039,18
12728,104611,46
6775,67840,3
13765,105247,3
26524,83524,3
12357,115872,111
1669,18540,268
5628,39307,3
34781,38354,86
10090,18678,28
12057,19756,12
3832,1604,1079
30689,58232,6
12096,65737,104
22805,89443,53
3515,27122,30
25083,110061,19
4642,71918,48
1840,18984,83
13204,48186,158
294,46660,15
30063,3242,159
27266,84910,27
14864,37282,65
15302,93845,266
7711,71778,57
3028,115231,143
17773,12351,542
17981,87610,37
12002,19820,18
11442,33596,30
34068,97222,26
33655,5988,26
13715,28470,8
18775,61318,12
35443,37790,47
35434,34716,1143
12083,93244,31
691,5888,59
27552,77155,39
23756,32520,27
7918,110172,533
5535,39725,16
7516,112745,22
24107,59554,39
7372,47618,311
6673,52956,40
28753,64552,3
11942,30199,29
18747,11035,2
33421,69845,25
31289,80901,52
20456,109524,43
6645,74531,6
19624,74105,61
28764,61817,41
11875,101637,76
1681,21152,13
30830,80125,38
25102,30614,5
13911,52766,2369
16331,93920,31
23441,99186,20
23166,1760,27
571,31937,86
321,80901,52
24243,60895,47
18954,6150,44
5987,32749,6
22990,67925,33
15255,107487,74
29773,57165,49
3846,17812,26
10335,53427,30
24773,15410,118
5156,104587,14
6868,54572,226
11759,8890,274
25731,97041,32
13144,78254,12
26074,68690,85
22766,39039,396
23310,30402,42
29593,23948,7
240,42884,670
10409,80060,11
26512,91061,249
2921,107510,73
34105,113105,64
29045,1351,56
18567,70757,6
7674,75332,5
18195,58707,57
13725,47355,13
10735,80358,2
14560,37450,9
3532,2109,73
22692,3077,373
5916,24504,7
2353,101714,13
88,2713,67
18869,46757,65
27801,8600,23
26399,22262,358
28824,26453,39
1562,99660,17
35363,117126,10
12093,69215,123
15765,73844,110
18818,112859,135
2957,63538,52
32621,65723,3
26534,64501,65
11971,90026,12
30220,52733,103
9830,52294,4
304,80079,314
23166,63269,19
7729,48289,89
14280,98537,10
24171,96205,2
15843,4762,48
28042,70827,28
24626,25399,53
5099,72911,21
4755,9799,60
17019,7386,37
26925,28128,5
28051,92127,54
1147,28225,56
18991,111755,22
9702,94003,239
20255,59530,32
9932,46605,68
28717,85983,55
12170,83785,33
20493,14467,56
25259,114212,44
8609,14571,126
6032,18932,117
30188,96665,25
2927,22424,52
33999,24747,37
20619,65905,3
25429,110424,57
18279,76427,23
12710,10943,434
10335,50392,12
17546,101232,22
31512,61243,145
32312,77257,60
17665,18125,15
13507,112124,8
8717,83893,52
10761,54436,52
4800,62770,23
6236,48417,18
529,4592,66
18817,84743,16
22766,80525,24
29138,48117,208
34893,37286,128
12756,71408,199
4473,47591,14
1699,112859,135
13492,6377,10
10451,49426,22
28565,114649,5
25773,91288,46
29595,31810,3
12952,44556,33
8330,89717,173
6389,110654,45
746,76390,47
34041,32723,57
33612,75461,60
1473,82566,7
16427,407,246
18247,79852,39
25278,68894,50
34930,93018,11
4521,62824,7
7826,56881,44
13838,3375,42
27511,78364,832
4931,89284,101
22981,7975,59
12247,21050,14
28646,39257,33
14574,18142,17
12415,76454,54
2072,102603,34
25497,44669,16
22276,23290,6
12784,92816,63
14906,42977,25
15610,76521,74
4675,60680,95
2759,39729,113
12807,23068,102
21029,8999,35
14384,74937,31
20460,72268,26
3861,25106,83
31225,31,82
12971,106023,68
2733,5968,25
24193,36028,211
30345,72048,28
19762,29867,58
31806,40446,30
32481,10939,200
13071,41438,50
1674,7709,258
1299,108852,147
26440,54147,322
32354,72829,7
16998,91608,15
24531,3001,320
22461,57923,6
28344,23437,19
10003,57660,15
115,81712,13
22457,36919,7
25306,46109,33
29698,95450,3
32116,109050,15
21260,20088,47
25281,30864,204
6594,29581,47
31394,46958,18
21626,72561,101
2387,89938,16
13762,55975,9
31975,88952,36
25777,20549,40
29297,39598,30
17195,14024,10
6019,24880,254
16011,101159,33
32005,36071,490
8331,52064,28
19598,75825,188
5650,85636,6
26944,30635,53
23468,37871,29
13649,36068,91
2375,85661,487
3316,71755,51
23412,61384,28
34669,101637,76
9600,83229,51
14689,71978,527
22598,11996,106
1808,1047,52
8281,2098,15
877,61412,12
23046,93084,64
5599,97721,80
30400,58934,598
28753,49052,56
12003,17822,56
32177,19846,61
11867,7902,13
9132,87765,87
13567,88046,90
15915,106603,122
10402,31693,82
23908,30249,2
28998,86994,3
19647,116974,33
2156,112697,65
23637,56438,16
24241,29813,460
24120,75147,3
21153,42694,483
291,74842,69
24280,26298,31
15573,4453,249
21410,37121,44
12608,106346,41
9894,86072,40
15141,27657,128
10192,43616,34
2788,13868,37
9318,116114,103
29102,35587,18
7046,112244,14
18761,11500,38
20192,114147,282
2619,51262,3
11595,52622,11
4701,33816,17
7780,29371,43
33446,64272,24
27112,65047,126
33115,59445,28
13849,15852,83
16855,77675,36
18088,49965,141
12871,21777,15
29393,97265,23
4820,92288,35
21346,85484,56
25747,55823,300
29243,103355,75
10404,56382,65
6165,45194,41
30641,111741,387
17036,54008,20
31593,15392,32
9317,34049,10
10881,21055,10
2339,60766,28
9886,63902,17
27413,35352,21
19296,89597,27
6827,115060,81
6272,18723,89
9083,103059,79
32683,17189,33
11579,5446,17
25112,77802,96
19130,20344,16
3836,94503,93
8774,109294,36
9977,75841,22
12605,44229,21
13620,3101,64
3415,67911,15
34207,2793,25
3875,19856,105
5592,40214,26
18722,10760,125
28224,87816,7
29026,60680,95
3404,27303,57
2831,9980,89
29716,22227,51
33262,10412,13
34876,39581,23
11885,95080,24
14741,64449,179
17316,104253,164
4590,95445,210
29988,921,30
15718,108883,12
27196,35534,28
27249,38561,12
20819,31524,49
25847,88237,258
29856,31776,278
3026,58735,4
14504,63878,54
29184,2297,3
14273,85722,34
32830,111900,49
3616,11989,160
14885,28135,31
15616,67120,23
6486,78364,832
30216,22796,87
16902,51783,22
7286,45618,225
8349,84854,48
12471,8422,107
27612,100462,12
14066,54984,49
32096,22236,52
17434,56174,4
